,Topic,For_Info
3379,دوستداران اسلام و ایران,0
3380,جمعی از جوانان و مستاجران جهت خرید منزل,-1
3381,جمعی از بازنشستگان و مستمری بگیران تامین اجتماعی، کارمندان وزارت تعاون، کار و رفاه، کارگران، کارکنان شهرداری,-1
3382,جمعی از مالباختگان سایت کلمبوس,65
3383,جمعی از کارکنان سازمان آموزش فنی و حرفه‌ای کشور,82
3384,جمعی از تولیدکنندگان صنف شیلاتی,5
3385,جمعی از دانشجویان دفاع نکرده مقطع دکتری دانشگاه آزاد,24
3386,جمعی از طرفداران طبیعت و محیط زیست,0
3387,جمعی از تولید کنندگان، سرمایه گذاران، مدافعان اقتصاد آزاد و عموم مردم و مصرف کنندگان خودرو,54
3388,جمعی از دانش آموزان ، اولیا،دبیران,134
3389,جمعی از فعالین صنفی و دانشجویان ورودی سال ۱۳۹۸ دانشگاه فرهنگیان کل کشور,24
3390,جمعی از مشتریان شرکت تیپاکس,-1
3391,امدادگران و نجاتگران داوطلب جمعیت هلال احمر,91
3392,بازنشستگان تأمین اجتماعی,8
3393,کارگزاران شرکت خدمات حمایتی کشاورزی,100
3394,جمعی از بانوان شاغل,-1
3395,جمعی از بازنشستگان تأمین اجتماعی,125
3396,شرکت‌های دانش‌بنیان و فناور,66
3397,جمعی از بازنشستگان و کارکنان صنایع فولادی و معدنی مشمول صندوق بازنشستگی فولاد,125
3398,جمعی از کسبه تلفن همراه سراسر ایران,-1
3399,جمعی از کارکنان دانشگاه آزاد اسلامی,24
3400,جمعی از استادان و مدرسین حق‌التدریس دانشگاههای دولتی، جامع علمی و کاربردی و پیام نور,52
3401,جمعی از کارکنان دفاتر خدمات سلامت کشور,17
3402,جمعی از بیماران خاص و عموم مردم,86
3403,جمعی از محصلان و فارغ التحصیلان آموزش و پرورش و والدین آنها,-1
3404,جمعی از مهندسان حوزه راه و شهرسازی,-1
3405,حامیان محیط‌زیست و حقوق حیوانات شهری,0
3406,کارگران و کارکنان راه‌آهن تراورس,-1
3407,اعضای سازمان نظام‌مهندسی ساختمان,20
3408,جمعی از خانواده‌ها و جمعیت ایثارگران,-1
3409,جمعی از شاغلین گروه رنگ و عایق,17
3410,جمعی از نیرو های شرکتی بانک ملی,17
3411,جمعی از مردم ایران و پدران و مادران,-1
3412,زنان,2
3413,جمعی از داوطلبین بسیجی واکسیناسیون کوید۱۹,-1
3414,جمعی از دختران، مادران، مادران شاغل، زنان کارمند، زنان شاغل,-1
3415,جمعی از پزشکان و دندانپزشکان,-1
3416,جمعی از تکنسین های دامپزشکی و دامپزشکان,-1
3417,جمعی از دانشجویان و فارغ التحصیلان کارشناسی ارشد روانشناسی عمومی,108
3418,جمعی از شهروندان,51
3419,جامعه بزرگ کوهنوردی و صعودهای ورزشی کشور,-1
3420,بازخریدشدگان نیروهای مسلح,3
3421,خانواده شهدا، آزادگان، جانبازان، ایثارگران و رزمندگان,77
3422,دانشجویان دانشگاه دولتی (محلات),-1
3423,جمعی از زنان,5
3424,مهارت‌آموزان مرحلهٔ پنجم دانشگاه فرهنگیان,-1
3425,مالیات دهندگان و کارگران و کارمندان,-1
3426,ورزشکاران تکواندو آی‌تی‌اف کشور,109
3427,حواله‌داران شرکت پارس‌خودرو گروه رنو,19
3428,جمعی از مهندسان دارای پروانه اشتغال,5
3429,جمعی از فارغ التحصیلان حوزه کشاورزی، منابع طبیعی و محیط زیست,49
3430,جمعی از دانشجویان و کنکوری‌ها,62
3431,جمعی از خانواده شهدا، آزادگان، جانبازان، ایثارگران و رزمندگان,77
3432,جمعی از متقاضیان نهضت ملی مسکن,60
3433,خانوادهٔ جان‌باختگان و مصدومان ساختمان متروپل,23
3434,اقشار آسیب‌پذیر,116
3435,جمعی از روانشناسان و مشاوران سراسر کشور,-1
3436,فرهنگیان و کارمندان دانشجوی دوره دکتری در حال تحصیل در دانشگاه آزاد,-1
3437,جمعی از کارکنان اتوسرویسها,17
3438,دفاتر پیشخوان خدمات دولت، اتحادیه دستگاه‌های مخابراتی، اتحادیه صوت و تصویر، دفاتر و فروشندگان سیم‌کارت و تلفن همراه,-1
3439,جمعی از رانندگان سنگین بخش باری و مسافری,39
3440,جمعی از حیوان‌دوستان ایران زمین,-1
3441,جمعی از پزشکان شاغل در بخش خصوصی,6
3442,جمعی از متخصصین صنعت غذا,-1
3443,جمعی از کارکنان صدا و سیما,-1
3444,کسب و کارهای اینترنتی و کارآفرینان,66
3445,جمعی از نیروهای محترم شرکتی,5
3446,جمعی از بانوان کارآفرین و زنان و کودکان بی سرپرست و بد سرپرست,-1
3447,جمعی از نیروهای شاغل در بخش خصوصی,6
3448,جمعی از زوج‌های نابارور,5
3449,جمعی از بیمه‌شدگان آزاد,5
3450,جمعی از خانواده‌های متوفی بر اثر قصور پزشکی,-1
3451,جمعی از والدین و شهروندان دغدغه‌مند,-1
3452,جمعی از مادران مستقل,5
3453,کارکنان دامپزشکی در کلیه رده‌ها اعم از بخش دولتی و خصوصی,6
3454,جمعی از بانوان شاغل ایرانی,-1
3455,جمعی از محرومان جامعه ،فرهنگیان،کارمندان،بازنشستگان,-1
3456,جمعی از فرهنگیان شاغل در آموزش و پرورش,-1
3457,جمعی از کارکنان بهزیستی سراسر کشور,-1
3458,جمعی از کارمندان بانکهای کشور,17
3459,مهندسین ایران,49
3460,عموم اقشار جامعه,15
3461,جمعی از بازنشستگان شهرداری تهران,-1
3462,جمعی از مردم مناطق محروم,-1
3463,کارمندان دولت و همه کسانی که بیمه هستند,-1
3464,جمعی از مغازه‌داران مستاجر,5
3465,جمعی از انبارداران، خدمتگزاران و سرایدارهای مدارس,88
3466,جمعی از خانواده‌های توانخواه,-1
3467,جمعی بازنشستگان و عموم مردم,86
3468,جمعی از اعضای محترم نظام مهندسی,119
3469,جمعی از شیعیان و محبین اهل بیت عصمت و طهارت,-1
3470,جمعی از کارفرمایان و کارگران,17
3471,جمعی از کارمندان سازمان محیط زیست، دوستداران محیط زیست,0
3472,دانشجویان و کارمندان,42
3473,جمعی از نیروی خدمات آموزش و پرورش,82
3474,جمعی از سهامداران مالباخته بورس,98
3475,جمعی از کارگران و کارمندان شهرداری تهران و خانواده های محترمشان,-1
3476,جمعی از نانوایان فانتزی,5
3477,جمعی از جوانان در شرف ازدواج,6
3478,جمعی از کارشناسان بهداشت محیط بیمارستان,-1
3479,سهامداران جزء,67
3480,جمعی از کارمندان وزارت نفت,17
3481,رانندگان، کارمندان، دانشجویان و قشر جویای کار,-1
3482,جمعی از کارمندان، مشاغل آزاد و صنعتگران و اصناف,-1
3483,متقاضیان استخدامی کشوری,1
3484,جمعی از زنان تحصیل‌کرده خانه‌دار,-1
3485,جمعی از والدین دانش‌آموزان و معلمان,-1
3486,بیمه‌شدگان تأمین اجتماعی,8
3487,جمعی از دانشجو معلمان فرهنگی,-1
3488,جمعی از دانشجویان دانشگاه کوثر بجنورد و خانواده‌هایشان,24
3489,جمعی از دارندگان مدرک کارشناسی ناپیوسته نظام مهندسی,119
3490,شاغلان دارای تحصیلات دانشگاهی,84
3491,کارمندان و کارکنان دولت و بخصوص بانک‌ها,13
3492,کارمندان و نمایندگان شرکت‌های بیمه,100
3493,کارمندان دولت و نهادهای عمومی و خصوصی، معلمان و پرستاران,13
3494,نخبگان، جوانان، ایثارگران، پاسداران، فرهنگیان، کارآفرینان و کارگران,10
3495,فارغ‌التحصیلان و شاغلان و بیمه‌شدگان تأمین اجتماعی,8
3496,زنان شاغل و عموم مردم,31
3497,جامعه اسلامی کارگران کشور,32
3498,جمعی از مالکین املاک قولنامه ای,-1
