,Target,Topics
5323,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای مظفریرئیس محترم دیوان عدالت اداریجناب آقای دک,-1
5324,رئیس محترم انجمن ماهی‌شناسی ایرانبا سلاماحتراماً به استحضار می‌رساند این‌جانبان جمعی از علاقه‌مندان،,-1
5325,جناب آقای دکتر عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای مظفریرئیس محترم دیوان عدالت اد,67
5326,جناب آقای اوجیوزیر محترم نفتجناب آقای شاهمیرزاییمدیرعامل محترم شرکت ملی صنایع پتروشیمی با سلام و احت,82
5327,جناب آقای رئیسی رئیس‌جمهور محترم جمهوری اسلامی ایران با سلام احتراماً به استحضار می‌رساند اینجانبان،,77
5328,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایران با سلام و خسته نباشید این‌جانبان رانندگان کامیون‌های و,44
5329,جناب آقای تقی‌زادهریاست محترم دانشگاه پیام نور با سلام و خسته نباشیدبا توجه به شرایط خاص کشور بعد از,-1
5330,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر عبدالملکیوزیر محترم تعاون، کار و رفاه اج,155
5331,جناب آقای کاپیتان محمدی بخشریاست محترم سازمان هواپیمایی کشوری با سلام و آرزوی سلامتی برای آن مقام مح,-1
5332,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایران با سلامبدین‌ وسیله از جناب‌عالی درخواست می‌شود، یک بار,77
5333,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایران و رئیس ستاد ملی مقابله با کرونا جناب آقای دکتر زلفی‌گل,143
5334,جناب آقای دکتر رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای قالیبافریاست محترم مجلس شورای اسلامیجنا,-1
5335,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5336,جناب آقای دکتر عین‌الهیوزیر محترم بهداشت، درمان و آموزش پزشکیجناب آقای موسویمدیرعامل محترم سازمان تأ,11
5337,با سلاماستقلال نهاد وکالت در کشور عزیزمان ایران، از ثمرات گران‌بهای رشادت‌ها و ایثار هم‌میهنان غیورم,75
5338,جناب آقای دکتر سید مسعود میرکاظمیریاست محترم سازمان برنامه و بودجه کشور با سلام و احترامچنانکه مستحض,112
5339,جناب آقای دکتر عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکیبا سلامهمان طور که مستحضرید پزشکان خان,1
5340,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریبا سلامبا توجه به کاهش آمار مربوط به مرگ‌ومیر کرون,7
5341,جناب آقای سلاجقه رئیس محترم سازمان حفاظت محیط زیست با سلام و احتراممستحضرید که متاسفانه یوزپلنگ ایرا,25
5342,جناب آقای زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای وحیدیوزیر محترم کشور با سلامخواهشمند,127
5343,جناب آقای قالیبافریاست محترم مجلس شورای اسلامی با سلامخواهشمند است نسبت به افزایش سهم سازمان‌های بیم,2
5344,جناب آقای ‌امیرعبداللهیانوزیر محترم امور خارجهجناب سرتیپ پاسدار تقی مهریرئیس محترم سازمان نظام وظیفه,-1
5345,جناب آقای قالیباف ریاست محترم مجلس شورای اسلامی با سلام جناب‌عالی سال‌ها در منصب شهردار تهران بوده‌ا,98
5346,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای محسنی اژه‌ایرئیس محترم قوه قضائیهبا سلام و اح,28
5347,جناب آقای عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکی با سلاماین‌جانبان امضاکنندگان این کارزار، ,1
5348,جناب آقای رئیسی رئیس محترم جمهوری اسلامی ایراناعضای محترم فراکسیون ایثارگران مجلس شورای اسلامی با سل,16
5349,آقای ابراهیم تقی‌زادهسرپرست محترم دانشگاه پیام نورمسئولان محترم دانشگاه‌های پیام نور سطح کشور با سلا,12
5350,جناب آقای سجادیوزیر محترم ورزش و جوانان با سلامبه‌دلیل پرریسک بودن برخی رشته‌های ورزشی و برخی روش‌ها,31
5351,جناب آقای رئیسیریاست جمهوری اسلامی ایران با سلامچه کسی مردم را در روزهای اوج به بورس دعوت کرد؟ شخص ر,-1
5352,جناب آقای رئیسیریاست محترم جمهوری اسلامی ایران با سلام و احترامنظر به اینکه همواره یکی از مهم‌ترین ا,44
5353,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای لطیفیرئیس محترم سازمان امور اداری و استخدامی ,-1
5354,جناب آقای نوریوزیر محترم آموزش‌وپرورشجناب آقای حاجی‌باباییرئیس محترم کمیسیون تلفیق بودجه مجلس شورای ,64
5355,جناب آقای سجادیوزیر محترم ورزش و جوانانجناب آقای زارعیرئیس محترم فدراسیون کوهنوردی و صعودهای ورزشی ب,103
5356,جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی ,67
5357,جناب آقای دکتر داراییریاست محترم سازمان غذا و دارو با سلام و احترامبازگشت به نامه صادره به شماره ۵۲۹,124
5358,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم سلام و درود و عرض خسته نباشید و آرزوی ت,2
5359,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایران سازمان‌ها امروزه در محیطی کاملاً رقابتی که همراه با تح,27
5360,جناب آقای عین‌اللهی‌وزیر محترم بهداشت، درمان و آموزش پزشکیجناب آقای شهریاریرئیس محترم کمیسیون بهداشت,11
5361,جناب آقای محسنی اژه‌ایرئیس محترم قوه قضائیه سلام علیکمدر طول یک سال و نیم گذشته سرمایه مردم بیش از ه,147
5362,جناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای دکتر مهدی اسلام پناهریاست محترم سازمان ,69
5363,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم خزعلیمعاون محترم رئیس‌جمهور در امور زنان و خ,89
5364,جناب حجت‌الاسلام‌والمسلمین رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر قالیبافریاست محترم مجل,166
